Country Name,Country Code,Series Name,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Turkmenistan,TKM,Forest area (% of land area),8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045
Turks and Caicos Islands,TCA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,TCA,Forest area (% of land area),11.07368421,11.07368421,11.07368421,11.07368421,11.07368421,11.07368421,11.07368421,11.07368421,11.07368421,11.07368421
Tuvalu,TUV,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV,Forest area (% of land area),33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333
Uganda,UGA,Annual deforestation (% of change) - (for online table only),0,0,0,0,4.062326083,0,0,0,0,0
Uganda,UGA,Forest area (% of land area),13.51071215,13.30498703,13.09926192,12.8935368,12.68781169,12.48209655,12.27638141,12.07066627,11.86490126,11.65918612
Ukraine,UKR,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.102313401,0,0,0,0,0
Ukraine,UKR,Forest area (% of land area),16.5190223,16.55665263,16.59428295,16.6327746,16.67040688,16.68249064,16.69428621,16.70348637,16.71384191,16.72419745
United Arab Emirates,ARE,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.265958833,0,0,0,0,0
United Arab Emirates,ARE,Forest area (% of land area),4.467755562,4.467755562,4.467755562,4.467755562,4.467755562,4.467755562,4.467755562,4.467755562,4.467755562,4.467755562
United Kingdom,GBR,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.416435965,0,0,0,0,0
United Kingdom,GBR,Forest area (% of land area),12.72351507,12.80287687,12.88223866,12.96160046,13.04096226,13.05749597,13.07816311,13.11536395,13.15256479,13.18563221
United States,USA,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.14262483,0,0,0,0,0
United States,USA,Forest area (% of land area),33.77947006,33.80953318,33.8395963,33.86965942,33.89972254,33.89972254,33.86692641,33.86692641,33.86692641,33.86692641
Uruguay,URY,Annual deforestation (% of change) - (for online table only),0,0,0,0,-2.005767449,0,0,0,0,0
Uruguay,URY,Forest area (% of land area),10.10764484,10.32327734,10.53890984,10.75454234,10.97017484,11.12444292,11.24442921,11.3644155,11.48440178,11.60438807
Uzbekistan,UZB,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.016378055,0,0,0,0,0
Uzbekistan,UZB,Forest area (% of land area),7.96793606,8.06187118,8.1558063,8.24974142,8.055997512,8.13980408,8.198462506,8.257720375,8.316373665,8.375026955
Vanuatu,VUT,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,Forest area (% of land area),36.28383921,36.28383921,36.28383921,36.28383921,36.28383921,36.28383921,36.28383921,36.28383921,36.28383921,36.28383921
"Venezuela, RB",VEN,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.342858358,0,0,0,0,0
"Venezuela, RB",VEN,Forest area (% of land area),53.67110708,53.48472309,53.2983391,53.1119551,52.92557111,52.76714472,52.63667593,52.53416473,52.45961113,52.41301514
Vietnam,VNM,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.551291618,0,0,0,0,0
Vietnam,VNM,Forest area (% of land area),43.61215209,44.04676363,44.48137517,44.91598671,45.35059825,46.36914245,46.49076015,46.73554359,46.98032702,47.22511046
Virgin Islands (U.S.),VIR,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.002022614,0,0,0,0,0
Virgin Islands (U.S.),VIR,Forest area (% of land area),53.07428571,53.49142857,53.90857143,54.32571429,54.74285714,55.17142857,55.6,56.02857143,56.45714286,56.88571429
West Bank and Gaza,PSE,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.06577558,0,0,0,0,0
West Bank and Gaza,PSE,Forest area (% of land area),1.523255827,1.523255827,1.523255827,1.523255827,1.684385382,1.684385382,1.684385382,1.684385382,1.684385382,1.684385382
"Yemen, Rep.",YEM,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
"Yemen, Rep.",YEM,Forest area (% of land area),1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809
Zambia,ZMB,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.333484047,0,0,0,0,0
Zambia,ZMB,Forest area (% of land area),62.56180471,62.30866705,62.0555294,61.80239175,61.54925409,61.29595502,61.04288462,60.78970661,60.53651515,60.28333714
Zimbabwe,ZWE,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.94986134,0,0,0,0,0
Zimbabwe,ZWE,Forest area (% of land area),46.16572315,46.04663306,45.92754298,45.80845289,45.6893628,45.57027272,45.45118263,45.33209254,45.21300246,45.09391237
